//RBSTOPFCTR
///FCTRHIST 1
2025/06/09 09:31:50,
NONE,
SAFETY FENCE  ,
ON ENABLE1 SV#2,
CONTACTOR OR STO OFF1 SV#2,
RDY0 OFF  ,
CONTACTOR OR STO OFF1 SV#1,
CONTACTOR OR STO OFF2 SV#1,
CONTACTOR OR STO OFF3 SV#1,
CONTACTOR OR STO OFF4 SV#1,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
///FCTRHIST 2
2025/06/09 09:10:08,
NONE,
PP ENABLE SWITCH  ,
CONTACTOR OR STO OFF1 SV#1,
CONTACTOR OR STO OFF2 SV#1,
CONTACTOR OR STO OFF3 SV#1,
CONTACTOR OR STO OFF4 SV#1,
CONTACTOR OR STO OFF1 SV#2,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
///FCTRHIST 3
2025/06/09 09:10:06,
PLAY -> TEACH MODE CHANGE,
CATEGORY1 REQUEST  ,
CONTACTOR OR STO OFF1 SV#1,
CONTACTOR OR STO OFF2 SV#1,
CONTACTOR OR STO OFF3 SV#1,
CONTACTOR OR STO OFF4 SV#1,
CONTACTOR OR STO OFF1 SV#2,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
///FCTRHIST 4
2025/06/09 09:04:50,
ALARM STOP QUE,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
///FCTRHIST 5
2025/06/09 09:04:50,
ALARM STOP QUE,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
///FCTRHIST 6
2025/06/09 09:04:12,
NONE,
PP ENABLE SWITCH  ,
CONTACTOR OR STO OFF1 SV#1,
CONTACTOR OR STO OFF2 SV#1,
CONTACTOR OR STO OFF3 SV#1,
CONTACTOR OR STO OFF4 SV#1,
CONTACTOR OR STO OFF1 SV#2,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
NONE  ,
