//ALMHIST
///MAJOR
100
28

1613,F-SAFE ENCODER COMM. ERR 1,ROBOT1,[123],[111],PLAY,FSU#1 CPU1
X2_NOWY,69,38,ALARM
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
2025/05/17 07:48:54
melika

1696,F-SAFE ENCODER DIAG.EROOR,,[2128],,PLAY,FSU#1 CPU2
X2_NOWY,69,38,ALARM
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
2025/05/17 07:48:54
melika

1696,F-SAFE ENCODER DIAG.EROOR,,[2128],,PLAY,FSU#1 CPU1
X2_NOWY,69,38,ALARM
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
2025/05/17 07:48:54
melika

1613,F-SAFE ENCODER COMM. ERR 1,ROBOT1,[123],[111],PLAY,FSU#1 CPU2
X2_NOWY,69,38,STOP
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
2025/05/17 07:48:53
melika

1325,COMMUNICATION ERROR(ENCODER),ROBOT1,[123],[111],PLAY,SV#1
X2_NOWY,69,38,STOP
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
2025/05/17 07:48:53
melika

1365,GROUND FAULT,ROBOT1,[123],[111],TEACH,SV#1
REFPOINT_SERVO,0,0,STOP
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
2025/04/11 13:47:39


1365,GROUND FAULT,ROBOT1,[SLURBT],[111111],TEACH,SV#1
REFPOINT_SERVO,0,0,STOP
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
2025/04/11 13:47:39


1365,GROUND FAULT,ROBOT1,[123],[111],TEACH,SV#1
REFPOINT_SERVO,0,0,STOP
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
2025/04/11 13:45:11
yaskawa

1365,GROUND FAULT,ROBOT1,[SLURBT],[111111],TEACH,SV#1
REFPOINT_SERVO,0,0,STOP
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
2025/04/11 13:45:11
yaskawa

1365,GROUND FAULT,ROBOT1,[123],[111],TEACH,SV#1
X4-SCHODKI_ZEW,2,2,STOP
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
2025/04/11 13:02:40


1365,GROUND FAULT,ROBOT1,[SLURBT],[111111],TEACH,SV#1
X4-SCHODKI_ZEW,2,2,STOP
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
2025/04/11 13:02:40


1365,GROUND FAULT,ROBOT1,[123],[111],TEACH,SV#1
X4-SCHODKI_ZEW,2,2,ALARM
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
2025/04/11 11:48:48
orzel

1365,GROUND FAULT,ROBOT1,[SLURBT],[111111],TEACH,SV#1
X4-SCHODKI_ZEW,2,2,ALARM
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
2025/04/11 11:48:48
orzel

1365,GROUND FAULT,ROBOT1,[123],[111],TEACH,SV#1
X4-SCHODKI_ZEW,2,2,STOP
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
2025/04/11 11:45:33
orzel

1365,GROUND FAULT,ROBOT1,[SLURBT],[111111],TEACH,SV#1
X4-SCHODKI_ZEW,2,2,STOP
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
2025/04/11 11:45:33
orzel

1367,OVERVOLTAGE(CONVERTER),ROBOT1,[123],[111],TEACH,SV#1
X4-SCHODKI_ZEW,2,2,STOP
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
2025/04/11 09:13:05
orzel

1367,OVERVOLTAGE(CONVERTER),ROBOT1,[SLURBT],[111111],TEACH,SV#1
X4-SCHODKI_ZEW,2,2,STOP
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
2025/04/11 09:13:05
orzel

1365,GROUND FAULT,ROBOT1,[123],[111],TEACH,SV#1
X4-SCHODKI_ZEW,2,2,STOP
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
2025/04/11 09:02:30
orzel

1365,GROUND FAULT,ROBOT1,[SLURBT],[111111],TEACH,SV#1
X4-SCHODKI_ZEW,2,2,STOP
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
2025/04/11 09:02:30
orzel

1365,GROUND FAULT,ROBOT1,[123],[111],TEACH,SV#1
X4-SCHODKI_ZEW,1,1,START
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
2025/04/11 08:57:11
orzel

1365,GROUND FAULT,ROBOT1,[SLURBT],[111111],TEACH,SV#1
X4-SCHODKI_ZEW,1,1,START
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
2025/04/11 08:57:11
orzel

1365,GROUND FAULT,ROBOT1,[123],[111],TEACH,SV#1
CLEAN-R1_KM_3P,44,4,STOP
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
2025/04/11 05:57:31
orzel

1365,GROUND FAULT,ROBOT1,[SLURBT],[111111],TEACH,SV#1
CLEAN-R1_KM_3P,44,4,STOP
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
2025/04/11 05:57:31
orzel

1365,GROUND FAULT,ROBOT1,[123],[111],TEACH,SV#1
CLEAN-R1_KM_3P,44,4,ALARM
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
2025/04/11 05:32:17
orzel

1365,GROUND FAULT,ROBOT1,[SLURBT],[111111],TEACH,SV#1
CLEAN-R1_KM_3P,44,4,ALARM
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
2025/04/11 05:32:17
orzel

1365,GROUND FAULT,ROBOT1,[123],[111],TEACH,SV#1
CLEAN-R1_KM_3P,63,9,STOP
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
,0,0,********
2025/04/11 05:29:46
orzel

